,ticker,ceo,website,industry_category,industry_group,sec_filings
1702,RGS,Hugh E. Sawyer,www.regiscorp.com,Diversified Services,Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RGS&owner=exclude&action=getcompany
1703,RH,Gary G. Friedman,http://www.restorationhardware.com,Retail,Home Furnishing Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RH&owner=exclude&action=getcompany
1704,RHI,Harold M. Messmer,www.roberthalf.com,Diversified Services,Staffing & Outsourcing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RHI&owner=exclude&action=getcompany
1705,RHP,Colin V. Reed,www.rymanhp.com,Real Estate,REIT - Hotel/Motel,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RHP&owner=exclude&action=getcompany
1706,RHT,James M. Whitehurst,www.redhat.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RHT&owner=exclude&action=getcompany
1707,RIG,Jeremy D. Thigpen,www.deepwater.com,Energy,Oil & Gas Drilling & Exploration,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RIG&owner=exclude&action=getcompany
1708,RILY,Bryant Richard Riley,www.brileyfin.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RILY&owner=exclude&action=getcompany
1709,RJF,Paul C. Reilly,www.raymondjames.com,Financial Services,Investment Brokerage - Regional,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RJF&owner=exclude&action=getcompany
1710,RL,Ralph Lauren,www.ralphlauren.com,Consumer NonDurables,Textile - Apparel Clothing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RL&owner=exclude&action=getcompany
1711,RLGY,Richard A. Smith,www.realogy.com,Real Estate,Property Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RLGY&owner=exclude&action=getcompany
1712,RLI,Jonathan E. Michael,www.rlicorp.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RLI&owner=exclude&action=getcompany
1713,RLJ,Ross H. Bierkan,www.rljlodgingtrust.com,Real Estate,REIT - Hotel/Motel,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RLJ&owner=exclude&action=getcompany
1714,RMAX,David L. Liniger,www.remax.com,Real Estate,Property Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RMAX&owner=exclude&action=getcompany
1715,RMBS,Ronald D. Black,www.rambus.com,Electronics,Semiconductor- Memory Chips,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RMBS&owner=exclude&action=getcompany
1716,RMD,Mick Farrell,www.resmed.com,Health Services,Medical Appliances & Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RMD&owner=exclude&action=getcompany
1717,RMR,Adam David Portnoy,www.rmrgroup.com,Diversified Services,Management Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RMR&owner=exclude&action=getcompany
1718,RNG,Vladimir G. Shmunis,www.ringcentral.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RNG&owner=exclude&action=getcompany
1719,RNR,Kevin J. O'Donnell,www.renre.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RNR&owner=exclude&action=getcompany
1720,RNST,Edward Robinson McGraw,www.renasant.com,Banking,Money Center Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RNST&owner=exclude&action=getcompany
1721,ROCK,Frank G. Heard,www.gibraltar1.com,Metals & Mining,Steel & Iron,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROCK&owner=exclude&action=getcompany
1722,ROG,Bruce D. Hoechner,www.rogerscorporation.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROG&owner=exclude&action=getcompany
1723,ROIC,Stuart A. Tanz,www.roireit.net,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROIC&owner=exclude&action=getcompany
1724,ROK,Blake D. Moret,www.rockwellautomation.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROK&owner=exclude&action=getcompany
1725,ROKU,Anthony Wood,https://www.roku.com,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROKU&owner=exclude&action=getcompany
1726,ROL,Gary W. Rollins,www.rollins.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROL&owner=exclude&action=getcompany
1727,ROLL,Michael J. Hartnett,www.rbcbearings.com,Manufacturing,Machine Tools & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROLL&owner=exclude&action=getcompany
1728,ROP,Brian D. Jellison,www.ropertech.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROP&owner=exclude&action=getcompany
1729,ROST,Barbara Rentler,www.rossstores.com,Retail,Apparel Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROST&owner=exclude&action=getcompany
1730,RP,Stephen T. Winn,www.realpage.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RP&owner=exclude&action=getcompany
1731,RPAI,Steven P. Grimes,www.rpai.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPAI&owner=exclude&action=getcompany
1732,RPD,Corey E. Thomas,www.rapid7.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPD&owner=exclude&action=getcompany
1733,RPM,Frank C. Sullivan,www.rpminc.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPM&owner=exclude&action=getcompany
1734,RPT,Dennis Earl Gershenson,www.rgpt.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPT&owner=exclude&action=getcompany
1735,RRC,Jeffrey L. Ventura,www.rangeresources.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RRC&owner=exclude&action=getcompany
1736,RRR,Frank J. Fertitta,www.sclv.com,Diversified Services,Rental & Leasing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RRR&owner=exclude&action=getcompany
1737,RS,Gregg J. Mollins,www.rsac.com,Metals & Mining,Steel & Iron,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RS&owner=exclude&action=getcompany
1738,RSG,Donald W. Slager,www.republicservices.com,Materials & Construction,Waste Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RSG&owner=exclude&action=getcompany
1739,RTEC,Michael P. Plisinski,www.rudolphtech.com,Electronics,Scientific & Technical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RTEC&owner=exclude&action=getcompany
1740,RTN,Thomas A. Kennedy,www.raytheon.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RTN&owner=exclude&action=getcompany
1741,RTRX,Stephen J. Aselage,www.retrophin.com,Drugs,Drug Manufacturers - Major,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RTRX&owner=exclude&action=getcompany
1742,RUN,Lynn Michelle Jurich,www.sunrun.com,Electronics,Semiconductor - Specialized,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RUN&owner=exclude&action=getcompany
1743,RUSHB,William M. Rush,www.rushenterprises.com,Specialty Retail,Auto Dealerships,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RUSHB&owner=exclude&action=getcompany
1744,RUTH,Michael P. O'Donnell,www.rhgi.com,Leisure,Restaurants,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RUTH&owner=exclude&action=getcompany
1745,RVNC,L. Daniel Browne,www.revance.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RVNC&owner=exclude&action=getcompany
1746,RWT,Marty Hughes,www.redwoodtrust.com,Real Estate,REIT - Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RWT&owner=exclude&action=getcompany
1747,RXN,Todd Alan Adams,www.rexnord.com,Manufacturing,Diversified Machinery,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RXN&owner=exclude&action=getcompany
1748,RYAM,Paul G. Boynton,www.rayonieram.com,Chemicals,Chemicals - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RYAM&owner=exclude&action=getcompany
1749,RYN,David Laurence Nunes,www.rayonier.com,Materials & Construction,"Lumber, Wood Production",https://www.sec.gov/cgi-bin/browse-edgar?CIK=RYN&owner=exclude&action=getcompany
1750,RYTM,nm,nm,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RYTM&owner=exclude&action=getcompany
1751,S,Raul Marcelo Claure,www.sprint.com,Telecommunications,Wireless Communications,https://www.sec.gov/cgi-bin/browse-edgar?CIK=S&owner=exclude&action=getcompany
1752,SABR,Sean E. Menke,www.sabre.com,Computer Software & Services,Information Technology Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SABR&owner=exclude&action=getcompany
1753,SAFM,Joe Frank Sanderson,www.sandersonfarms.com,Food & Beverage,Food - Major Diversified,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAFM&owner=exclude&action=getcompany
1754,SAFT,George M. Murphy,www.safetyinsurance.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAFT&owner=exclude&action=getcompany
1755,SAGE,Jeff Jonas,www.sagerx.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAGE&owner=exclude&action=getcompany
1756,SAH,Bryan Scott Smith,www.sonicautomotive.com,Specialty Retail,Auto Dealerships,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAH&owner=exclude&action=getcompany
1757,SAIA,Richard D. O'Dell,www.saia.com,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIA&owner=exclude&action=getcompany
1758,SAIC,Anthony J. Moraco,www.saic.com,Computer Software & Services,Information Technology Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIC&owner=exclude&action=getcompany
1759,SAIL,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAIL&owner=exclude&action=getcompany
1760,SAM,Martin F. Roper,www.bostonbeer.com,Food & Beverage,Beverages - Brewers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAM&owner=exclude&action=getcompany
1761,SANM,Jure Sola,www.sanmina.com,Electronics,Diversified Electronics,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SANM&owner=exclude&action=getcompany
1762,SASR,Daniel J. Schrider,www.sandyspringbank.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SASR&owner=exclude&action=getcompany
1763,SATS,Michael T. Dugan,www.echostar.com,Telecommunications,Communication Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SATS&owner=exclude&action=getcompany
1764,SAVE,Robert L. Fornaro,www.spirit.com,Transportation,Major Airlines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAVE&owner=exclude&action=getcompany
1765,SBAC,Jeffrey A. Stoops,www.sbasite.com,Telecommunications,Diversified Communication Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBAC&owner=exclude&action=getcompany
1766,SBCF,Dennis S. Hudson,www.seacoastbanking.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBCF&owner=exclude&action=getcompany
1767,SBGI,Christopher S. Ripley,www.sbgi.net,Media,Broadcasting - TV,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBGI&owner=exclude&action=getcompany
1768,SBH,Christian A. Brickman,www.sallybeautyholdings.com,Specialty Retail,"Specialty Retail, Other",https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBH&owner=exclude&action=getcompany
1769,SBRA,Richard K. Matros,www.sabrahealth.com,Real Estate,REIT - Healthcare Facilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBRA&owner=exclude&action=getcompany
1770,SBSI,Lee R. Gibson,www.southside.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBSI&owner=exclude&action=getcompany
1771,SBT,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBT&owner=exclude&action=getcompany
1772,SBUX,Kevin R. Johnson,www.starbucks.com,Leisure,Specialty Eateries,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBUX&owner=exclude&action=getcompany
1773,SC,Jason A. Kulas,www.santanderconsumerusa.com,Real Estate,Mortgage Investment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SC&owner=exclude&action=getcompany
1774,SCCO,Oscar GonzÃ¡lez Rocha,www.southerncoppercorp.com,Metals & Mining,Copper,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCCO&owner=exclude&action=getcompany
1775,SCHL,Richard Robinson,www.scholastic.com,Media,Publishing - Books,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCHL&owner=exclude&action=getcompany
1776,SCHN,Tamara L. Lundgren,www.schnitzersteel.com,Metals & Mining,Steel & Iron,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCHN&owner=exclude&action=getcompany
1777,SCHW,Walter William Bettinger,www.aboutschwab.com,Financial Services,Investment Brokerage - National,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCHW&owner=exclude&action=getcompany
1778,SCI,Thomas L. Ryan,www.sci-corp.com,Diversified Services,Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCI&owner=exclude&action=getcompany
1779,SCL,F. Quinn Stepan,www.stepan.com,Consumer NonDurables,Cleaning Products,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCL&owner=exclude&action=getcompany
1780,SCOR,Gian Mark Fulgoni,www.comscore.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCOR&owner=exclude&action=getcompany
1781,SCS,James P. Keane,www.steelcase.com,Consumer Durables,Business Equipment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCS&owner=exclude&action=getcompany
1782,SCSC,Michael L. Baur,www.scansource.com,Computer Software & Services,Technical & System Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCSC&owner=exclude&action=getcompany
1783,SCVL,Clifton E. Sifford,www.shoecarnival.com,Retail,Apparel Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCVL&owner=exclude&action=getcompany
1784,SCWX,Michael R. Cote,www.secureworks.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCWX&owner=exclude&action=getcompany
1785,SEAS,Joel K. Manby,www.seaworldentertainment.com,Leisure,Sporting Activities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEAS&owner=exclude&action=getcompany
1786,SEB,Steven J. Bresky,www.seaboardcorp.com,Conglomerates,Conglomerates,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEB&owner=exclude&action=getcompany
1787,SEDG,Guy Sella,www.solaredge.com,Electronics,Semiconductor - Specialized,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEDG&owner=exclude&action=getcompany
1788,SEE,Jerome A. Peribere,www.sealedair.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEE&owner=exclude&action=getcompany
1789,SEIC,Al West,www.seic.com,Financial Services,Asset Management,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEIC&owner=exclude&action=getcompany
1790,SEM,David S. Chernow,www.selectmedicalholdings.com,Health Services,Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEM&owner=exclude&action=getcompany
1791,SEMG,Carlin G. Conner,www.semgroupcorp.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEMG&owner=exclude&action=getcompany
1792,SERV,Robert J. Gillette,www.servicemaster.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SERV&owner=exclude&action=getcompany
1793,SF,Ronald James Kruszewski,www.stifel.com,Financial Services,Investment Brokerage - Regional,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SF&owner=exclude&action=getcompany
1794,SFBS,Thomas Ashford Broughton,www.servisfirstbank.com,Banking,Foreign Money Center Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFBS&owner=exclude&action=getcompany
1795,SFLY,Christopher North,www.shutterfly.com,Diversified Services,Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFLY&owner=exclude&action=getcompany
1796,SFM,Amin N. Maredia,www.sprouts.com,Retail,Grocery Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFM&owner=exclude&action=getcompany
1797,SFNC,George A. Makris,www.simmonsfirst.com,Banking,Money Center Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFNC&owner=exclude&action=getcompany
1798,SGEN,Clay B. Siegall,www.seattlegenetics.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGEN&owner=exclude&action=getcompany
1799,SGH,nm,nm,Electronics,Semiconductor - Integrated Circuits,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGH&owner=exclude&action=getcompany
1800,SGMO,Alexander Macrae,www.sangamo.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGMO&owner=exclude&action=getcompany
1801,SGMS,Kevin M. Sheehan,www.scientificgames.com,Leisure,Gaming Activities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGMS&owner=exclude&action=getcompany
1802,SGRY,Michael Doyle,www.surgerypartners.com,Health Services,Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGRY&owner=exclude&action=getcompany
1803,SGU,Steven J. Goldman,www.star-gas.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGU&owner=exclude&action=getcompany
1804,SHAK,Randall Garutti,www.shakeshack.com,Leisure,Specialty Eateries,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHAK&owner=exclude&action=getcompany
1805,SHEN,Christopher E. French,www.shentel.com,Telecommunications,Telecom Services - Domestic,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHEN&owner=exclude&action=getcompany
1806,SHLX,John Hollowell,www.shellmidstreampartners.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHLX&owner=exclude&action=getcompany
1807,SHO,John V. Arabia,www.sunstonehotels.com,Real Estate,REIT - Hotel/Motel,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHO&owner=exclude&action=getcompany
1808,SHOO,Edward R. Rosenfeld,www.stevemadden.com,Consumer NonDurables,Textile - Apparel Footwear & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHOO&owner=exclude&action=getcompany
1809,SHW,John G. Morikis,www.sherwin-williams.com,Chemicals,Specialty Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHW&owner=exclude&action=getcompany
1810,SIEN,Jeffrey M. Nugent,www.sientra.com,Health Services,Medical Instruments & Supplies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIEN&owner=exclude&action=getcompany
1811,SIG,Mark S. Light,www.signetjewelers.com,Specialty Retail,Jewelry Stores,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIG&owner=exclude&action=getcompany
1812,SIGI,Gregory Edward Murphy,www.selectiveinsurance.com,Insurance,Property & Casualty Insurance,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIGI&owner=exclude&action=getcompany
1813,SIRI,James E. Meyer,www.siriusxm.com,Media,Broadcasting - Radio,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIRI&owner=exclude&action=getcompany
1814,SITE,Doug Black,www.siteone.com,Manufacturing,Small Tools & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SITE&owner=exclude&action=getcompany
1815,SIVB,Gregory W. Becker,www.svb.com,Banking,Regional - Pacific Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIVB&owner=exclude&action=getcompany
1816,SIX,John M. Duffey,www.sixflags.com,Leisure,General Entertainment,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIX&owner=exclude&action=getcompany
1817,SJI,Michael J. Renna,www.sjindustries.com,Utilities,Gas Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SJI&owner=exclude&action=getcompany
1818,SJM,Mark T. Smucker,www.jmsmucker.com,Food & Beverage,Processed & Packaged Goods,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SJM&owner=exclude&action=getcompany
1819,SJW,W. Richard Roth,www.sjwcorp.com,Utilities,Water Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SJW&owner=exclude&action=getcompany
1820,SKX,Robert Greenberg,www.skechers.com,Consumer NonDurables,Textile - Apparel Footwear & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKX&owner=exclude&action=getcompany
1821,SKY,Richard W. Florea,www.skylinecorp.com,Materials & Construction,Manufactured Housing,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKY&owner=exclude&action=getcompany
1822,SKYW,Russell A. Childs,www.skywest.com,Transportation,Regional Airlines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKYW&owner=exclude&action=getcompany
1823,SLAB,George Tyson Tuttle,www.silabs.com,Electronics,Semiconductor - Integrated Circuits,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLAB&owner=exclude&action=getcompany
1824,SLB,Paal Kibsgaard,www.slb.com,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLB&owner=exclude&action=getcompany
1825,SLCA,Bryan A. Shinn,www.ussilica.com,Metals & Mining,Industrial Metals & Minerals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLCA&owner=exclude&action=getcompany
1826,SLDB,N/A,N/A,nm,nm,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLDB&owner=exclude&action=getcompany
1827,SLG,Marc Holliday,www.slgreen.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLG&owner=exclude&action=getcompany
1828,SLGN,Anthony J. Allott,www.silganholdings.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLGN&owner=exclude&action=getcompany
1829,SLM,Raymond J. Quinlan,www.salliemae.com,Financial Services,Credit Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLM&owner=exclude&action=getcompany
1830,SM,Javan D. Ottoson,www.sm-energy.com,Energy,Independent Oil & Gas,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SM&owner=exclude&action=getcompany
1831,SMG,James Hagedorn,www.scottsmiraclegro.com,Chemicals,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMG&owner=exclude&action=getcompany
1832,SMLP,Steven J. Newby,www.summitmidstream.com,Energy,Oil & Gas Pipelines,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMLP&owner=exclude&action=getcompany
1833,SMP,Eric Philip Sills,www.smpcorp.com,Automotive,Auto Parts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMP&owner=exclude&action=getcompany
1834,SMTC,Mohan R. Maheswaran,www.semtech.com,Electronics,Semiconductor - Integrated Circuits,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMTC&owner=exclude&action=getcompany
1835,SNA,Nicholas T. Pinchuk,www.snapon.com,Manufacturing,Small Tools & Accessories,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNA&owner=exclude&action=getcompany
1836,SNAP,nm,nm,Internet,Internet Information Providers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNAP&owner=exclude&action=getcompany
1837,SNBR,Shelly Radue Ibach,www.sleepnumber.com,Consumer Durables,Home Furnishings & Fixtures,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNBR&owner=exclude&action=getcompany
1838,SNDR,nm,nm,Transportation,Trucking,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNDR&owner=exclude&action=getcompany
1839,SNH,David J. Hegarty,www.snhreit.com,Real Estate,REIT - Healthcare Facilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNH&owner=exclude&action=getcompany
1840,SNHY,Wolfgang Helmut Dangel,www.sunhydraulics.com,Manufacturing,Industrial Equipment & Components,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNHY&owner=exclude&action=getcompany
1841,SNPS,Aart J. de Geus,www.synopsys.com,Electronics,Semiconductor Equipment & Materials,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNPS&owner=exclude&action=getcompany
1842,SNV,Kessel D. Stelling,www.synovus.com,Banking,Regional - Mid-Atlantic Banks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNV&owner=exclude&action=getcompany
1843,SNX,Kevin Masazo Murai,www.synnex.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNX&owner=exclude&action=getcompany
1844,SO,Thomas A. Fanning,www.southerncompany.com,Utilities,Electric Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SO&owner=exclude&action=getcompany
1845,SOHU,Charles Zhang,www.sohu.com,Internet,Internet Information Providers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SOHU&owner=exclude&action=getcompany
1846,SON,Mancil Jack Sanders,www.sonoco.com,Consumer NonDurables,Packaging & Containers,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SON&owner=exclude&action=getcompany
1847,SP,G. Marc Baumann,www.spplus.com,Diversified Services,Management Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SP&owner=exclude&action=getcompany
1848,SPB,Joseph S. Steinberg,www.harbingergroupinc.com,Conglomerates,Conglomerates,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPB&owner=exclude&action=getcompany
1849,SPG,David E. Simon,www.simon.com,Real Estate,REIT - Retail,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPG&owner=exclude&action=getcompany
1850,SPGI,Douglas L. Peterson,www.spglobal.com,Diversified Services,Business Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPGI&owner=exclude&action=getcompany
1851,SPH,Michael A. Stivala,www.suburbanpropane.com,Utilities,Gas Utilities,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPH&owner=exclude&action=getcompany
1852,SPLK,Douglas Merritt,www.splunk.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPLK&owner=exclude&action=getcompany
1853,SPLP,Jack Lawrence Howard,www.steelpartners.com,Conglomerates,Conglomerates,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPLP&owner=exclude&action=getcompany
1854,SPMD,nm,nm,Media,Marketing Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPMD&owner=exclude&action=getcompany
1855,SPN,David D. Dunlap,www.superiorenergy.com,Energy,Oil & Gas Equipment & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPN&owner=exclude&action=getcompany
1856,SPPI,Rajesh C. Shrotriya,www.sppirx.com,Drugs,Biotechnology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPPI&owner=exclude&action=getcompany
1857,SPR,Thomas C. Gentile,www.spiritaero.com,Aerospace/Defense,Aerospace/Defense Products & Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPR&owner=exclude&action=getcompany
1858,SPSC,Archie C. Black,www.spscommerce.com,Computer Software & Services,Application Software,https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPSC&owner=exclude&action=getcompany
