,ticker,name
1217,LOPE,LOPE (Grand Canyon Education Inc)
1218,LORL,LORL (Loral Space & Communications Inc)
1219,LOW,LOW (Lowe's Companies Inc)
1220,LPI,LPI (Laredo Petroleum Inc)
1221,LPLA,LPLA (LPL Financial Holdings Inc)
1222,LPSN,LPSN (LivePerson Inc)
1223,LPT,LPT (Liberty Property Trust)
1224,LPX,LPX (Louisiana-Pacific Corp)
1225,LRCX,LRCX (Lam Research Corp)
1226,LRN,LRN (K12 Inc)
1227,LSCC,LSCC (Lattice Semiconductor Corp)
1228,LSI,LSI (Life Storage Inc)
1229,LSTR,LSTR (Landstar System Inc)
1230,LTC,LTC (LTC Properties Inc)
1231,LTRPA,LTRPA (Liberty Tripadvisor Holdings Inc)
1232,LTS,LTS (Ladenburg Thalmann Financial Services Inc)
1233,LTXB,LTXB (LegacyTexas Financial Group Inc)
1234,LULU,LULU (Lululemon Athletica Inc)
1235,LUV,LUV (Southwest Airlines Co)
1236,LVS,LVS (Las Vegas Sands Corp)
1237,LXP,LXP (Lexington Realty Trust)
1238,LXRX,LXRX (Lexicon Pharmaceuticals Inc)
1239,LYB,LYB (LyondellBasell Industries NV)
1240,LYV,LYV (Live Nation Entertainment Inc)
1241,LZB,LZB (La-Z-Boy Inc)
1242,M,M (Macy's Inc)
1243,MA,MA (MasterCard Inc)
1244,MAA,MAA (Mid-America Apartment Communities Inc)
1245,MAC,MAC (Macerich Co)
1246,MAN,MAN (ManpowerGroup Inc)
1247,MANH,MANH (Manhattan Associates Inc)
1248,MANT,MANT (ManTech International Corp)
1249,MAR,MAR (Marriott International Inc)
1250,MAS,MAS (Masco Corp)
1251,MASI,MASI (Masimo Corp)
1252,MAT,MAT (Mattel Inc)
1253,MATW,MATW (Matthews International Corp)
1254,MATX,MATX (Matson Inc)
1255,MBI,MBI (MBIA Inc)
1256,MBIN,MBIN (Merchants Bancorp)
1257,MBUU,MBUU (Malibu Boats Inc)
1258,MBWM,MBWM (Mercantile Bank Corp)
1259,MC,MC (Moelis & Co)
1260,MCD,MCD (McDonald's Corp)
1261,MCFT,MCFT (MCBC Holdings Inc)
1262,MCHP,MCHP (Microchip Technology Inc)
1263,MCK,MCK (McKesson Corp)
1264,MCO,MCO (Moody's Corp)
1265,MCRI,MCRI (Monarch Casino & Resort Inc)
1266,MCRN,MCRN (Milacron Holdings Corp)
1267,MCS,MCS (Marcus Corp)
1268,MCY,MCY (Mercury General Corp)
1269,MD,MD (MEDNAX Inc)
1270,MDB,MDB (Mongodb Inc)
1271,MDC,MDC (MDC Holdings Inc)
1272,MDCO,MDCO (Medicines Co)
1273,MDGL,MDGL (Madrigal Pharmaceuticals Inc)
1274,MDLZ,MDLZ (Mondelez International Inc)
1275,MDP,MDP (Meredith Corp)
1276,MDR,MDR (McDermott International Inc)
1277,MDRX,MDRX (Allscripts Healthcare Solutions Inc)
1278,MDSO,MDSO (Medidata Solutions Inc)
1279,MDT,MDT (Medtronic PLC)
1280,MDU,MDU (MDU Resources Group Inc)
1281,MDXG,MDXG (MiMedx Group Inc)
1282,MED,MED (Medifast Inc)
1283,MEDP,MEDP (Medpace Holdings Inc)
1284,MEI,MEI (Methode Electronics Inc)
1285,MELI,MELI (MercadoLibre Inc)
1286,MERC,MERC (Mercer International Inc)
1287,MET,MET (Metlife Inc)
1288,MFA,MFA (MFA Financial Inc)
1289,MG,MG (Mistras Group Inc)
1290,MGEE,MGEE (MGE Energy Inc)
1291,MGLN,MGLN (Magellan Health Inc)
1292,MGM,MGM (MGM Resorts International)
1293,MGNX,MGNX (MacroGenics Inc)
1294,MGP,MGP (MGM Growth Properties LLC)
1295,MGPI,MGPI (MGP Ingredients Inc)
1296,MGRC,MGRC (McGrath RentCorp)
1297,MHK,MHK (Mohawk Industries Inc)
1298,MHO,MHO (M/I Homes Inc)
1299,MIC,MIC (Macquarie Infrastructure Corp)
1300,MIDD,MIDD (Middleby Corp)
1301,MIK,MIK (Michaels Companies Inc)
1302,MIME,MIME (Mimecast Ltd)
1303,MINI,MINI (Mobile Mini Inc)
1304,MKC,MKC (McCormick & Company Inc)
1305,MKL,MKL (Markel Corp)
1306,MKSI,MKSI (MKS Instruments Inc)
1307,MKTX,MKTX (Marketaxess Holdings Inc)
1308,MLAB,MLAB (Mesa Laboratories Inc)
1309,MLHR,MLHR (Herman Miller Inc)
1310,MLI,MLI (Mueller Industries Inc)
1311,MLM,MLM (Martin Marietta Materials Inc)
1312,MLNX,MLNX (Mellanox Technologies Ltd)
1313,MMC,MMC (Marsh & McLennan Companies Inc)
1314,MMI,MMI (Marcus & Millichap Inc)
1315,MMM,MMM (3M Co)
1316,MMP,MMP (Magellan Midstream Partners LP)
1317,MMS,MMS (Maximus Inc)
1318,MMSI,MMSI (Merit Medical Systems Inc)
1319,MNK,MNK (Mallinckrodt Plc)
1320,MNR,MNR (Monmouth Real Estate Investment Corp)
1321,MNRO,MNRO (Monro Inc)
1322,MNST,MNST (Monster Beverage Corp)
1323,MNTA,MNTA (Momenta Pharmaceuticals Inc)
1324,MO,MO (Altria Group Inc)
1325,MOD,MOD (Modine Manufacturing Co)
1326,MOG.B,MOG.B (Moog Inc)
1327,MOH,MOH (Molina Healthcare Inc)
1328,MORN,MORN (Morningstar Inc)
1329,MOS,MOS (Mosaic Co)
1330,MOV,MOV (Movado Group Inc)
1331,MPC,MPC (Marathon Petroleum Corp)
1332,MPLX,MPLX (MPLX LP)
1333,MPW,MPW (Medical Properties Trust Inc)
1334,MPWR,MPWR (Monolithic Power Systems Inc)
1335,MPX,MPX (Marine Products Corp)
1336,MRC,MRC (MRC Global Inc)
1337,MRCY,MRCY (Mercury Systems Inc)
1338,MRK,MRK (Merck & Co Inc)
1339,MRO,MRO (Marathon Oil Corp)
1340,MRTN,MRTN (Marten Transport Ltd)
1341,MRTX,MRTX (Mirati Therapeutics Inc)
1342,MRVL,MRVL (Marvell Technology Group Ltd)
1343,MS,MS (Morgan Stanley)
1344,MSA,MSA (MSA Safety Inc)
1345,MSBI,MSBI (Midland States Bancorp Inc)
1346,MSCI,MSCI (MSCI Inc)
1347,MSEX,MSEX (Middlesex Water Co)
1348,MSFT,MSFT (Microsoft Corp)
1349,MSG,MSG (Madison Square Garden Co)
1350,MSGN,MSGN (MSG Networks Inc)
1351,MSI,MSI (Motorola Solutions Inc)
1352,MSM,MSM (MSC Industrial Direct Co Inc)
1353,MSTR,MSTR (MicroStrategy Inc)
1354,MTB,MTB (M&T Bank Corp)
1355,MTCH,MTCH (Match Group Inc)
1356,MTD,MTD (Mettler-Toledo International Inc)
1357,MTDR,MTDR (Matador Resources Co)
1358,MTG,MTG (MGIC Investment Corp)
1359,MTH,MTH (Meritage Homes Corp)
1360,MTN,MTN (Vail Resorts Inc)
1361,MTOR,MTOR (Meritor Inc)
1362,MTRN,MTRN (Materion Corp)
1363,MTRX,MTRX (Matrix Service Co)
1364,MTSC,MTSC (MTS Systems Corp)
1365,MTSI,MTSI (MACOM Technology Solutions Holdings Inc)
1366,MTW,MTW (Manitowoc Company Inc)
1367,MTX,MTX (Minerals Technologies Inc)
1368,MTZ,MTZ (MasTec Inc)
1369,MU,MU (Micron Technology Inc)
1370,MUR,MUR (Murphy Oil Corp)
1371,MUSA,MUSA (Murphy USA Inc)
1372,MUX,MUX (McEwen Mining Inc)
1373,MWA,MWA (Mueller Water Products Inc)
1374,MXIM,MXIM (Maxim Integrated Products Inc)
1375,MXL,MXL (MaxLinear Inc)
1376,MYE,MYE (Myers Industries Inc)
1377,MYGN,MYGN (Myriad Genetics Inc)
1378,MYL,MYL (Mylan NV)
1379,MYOK,MYOK (MyoKardia Inc)
1380,MYRG,MYRG (MYR Group Inc)
1381,NANO,NANO (Nanometrics Inc)
1382,NATI,NATI (National Instruments Corp)
1383,NAV,NAV (Navistar International Corp)
1384,NAVG,NAVG (Navigators Group Inc)
1385,NAVI,NAVI (Navient Corp)
1386,NBHC,NBHC (National Bank Holdings Corp)
1387,NBIX,NBIX (Neurocrine Biosciences Inc)
1388,NBL,NBL (Noble Energy Inc)
1389,NBLX,NBLX (Noble Midstream Partners LP)
1390,NBR,NBR (Nabors Industries Ltd)
1391,NBTB,NBTB (NBT Bancorp Inc)
1392,NCI,NCI (Navigant Consulting Inc)
1393,NCLH,NCLH (Norwegian Cruise Line Holdings Ltd)
1394,NCMI,NCMI (National CineMedia Inc)
1395,NCR,NCR (NCR Corp)
1396,NCS,NCS (NCI Building Systems Inc)
1397,NCSM,NCSM (NCS Multistage Holdings Inc)
1398,NDAQ,NDAQ (Nasdaq Inc)
1399,NDSN,NDSN (Nordson Corp)
1400,NE,NE (Noble Corporation PLC)
1401,NEE,NEE (NextEra Energy Inc)
1402,NEM,NEM (Newmont Mining Corp)
1403,NEO,NEO (Neogenomics Inc)
1404,NEOG,NEOG (Neogen Corp)
1405,NEP,NEP (Nextera Energy Partners LP)
1406,NEU,NEU (NewMarket Corp)
1407,NEWM,NEWM (New Media Investment Group Inc)
1408,NEWR,NEWR (New Relic Inc)
1409,NEXT,NEXT (Nextdecade Corp)
1410,NFBK,NFBK (Northfield Bancorp Inc)
1411,NFG,NFG (National Fuel Gas Co)
1412,NFLX,NFLX (Netflix Inc)
1413,NG,NG (NovaGold Resources Inc)
1414,NGHC,NGHC (National General Holdings Corp)
1415,NGL,NGL (NGL Energy Partners LP)
1416,NGVT,NGVT (Ingevity Corp)
1417,NHC,NHC (National Healthcare Corp)
1418,NHI,NHI (National Health Investors Inc)
1419,NI,NI (NiSource Inc)
1420,NINE,NINE (Nine Energy Service Inc)
1421,NJR,NJR (New Jersey Resources Corp)
1422,NKE,NKE (Nike Inc)
1423,NKTR,NKTR (Nektar Therapeutics)
1424,NLSN,NLSN (Nielsen Holdings PLC)
1425,NLY,NLY (Annaly Capital Management Inc)
1426,NMIH,NMIH (NMI Holdings Inc)
1427,NMRK,NMRK (Newmark Group Inc)
1428,NNI,NNI (Nelnet Inc)
1429,NNN,NNN (National Retail Properties Inc)
1430,NOC,NOC (NORTHROP GRUMMAN CORP)
1431,NOV,NOV (National Oilwell Varco Inc)
1432,NOVT,NOVT (Novanta Inc)
1433,NOW,NOW (ServiceNow Inc)
1434,NP,NP (Neenah Inc)
1435,NPK,NPK (National Presto Industries Inc)
1436,NPO,NPO (EnPro Industries Inc)
1437,NR,NR (Newpark Resources Inc)
1438,NRC,NRC (National Research Corp)
1439,NRE,NRE (Northstar Realty Europe Corp)
1440,NRG,NRG (NRG Energy Inc)
1441,NRP,NRP (Natural Resource Partners LP)
1442,NRZ,NRZ (New Residential Investment Corp)
1443,NS,NS (NuStar Energy LP)
1444,NSA,NSA (National Storage Affiliates Trust)
1445,NSC,NSC (Norfolk Southern Corp)
1446,NSIT,NSIT (Insight Enterprises Inc)
1447,NSP,NSP (Insperity Inc)
1448,NTAP,NTAP (NetApp Inc)
1449,NTCT,NTCT (NetScout Systems Inc)
1450,NTGR,NTGR (NETGEAR Inc)
1451,NTLA,NTLA (Intellia Therapeutics Inc)
1452,NTNX,NTNX (Nutanix Inc)
1453,NTRA,NTRA (Natera Inc)
1454,NTRS,NTRS (Northern Trust Corp)
1455,NUAN,NUAN (Nuance Communications Inc)
1456,NUE,NUE (Nucor Corp)
1457,NUS,NUS (NU Skin Enterprises Inc)
1458,NUVA,NUVA (NuVasive Inc)
1459,NVAX,NVAX (Novavax Inc)
1460,NVCR,NVCR (Novocure Ltd)
1461,NVDA,NVDA (NVIDIA Corp)
1462,NVEE,NVEE (NV5 Global Inc)
1463,NVR,NVR (NVR Inc)
1464,NVRO,NVRO (Nevro Corp)
1465,NVT,NVT (nVent Electric PLC)
1466,NVTA,NVTA (Invitae Corp)
1467,NWBI,NWBI (Northwest Bancshares Inc)
1468,NWE,NWE (NorthWestern Corp)
1469,NWL,NWL (Newell Brands Inc)
1470,NWLI,NWLI (National Western Life Group Inc)
1471,NWN,NWN (Northwest Natural Gas Co)
1472,NWSA,NWSA (News Corp)
1473,NX,NX (Quanex Building Products Corp)
1474,NXGN,NXGN (Quality Systems Inc)
1475,NXRT,NXRT (NexPoint Residential Trust Inc)
1476,NXST,NXST (Nexstar Media Group Inc)
1477,NYCB,NYCB (New York Community Bancorp Inc)
1478,NYMT,NYMT (New York Mortgage Trust Inc)
1479,NYT,NYT (New York Times Co)
1480,O,O (Realty Income Corp)
1481,OAK,OAK (Oaktree Capital Group LLC)
1482,OAS,OAS (Oasis Petroleum Inc)
1483,OBNK,OBNK (Origin Bancorp Inc)
1484,OC,OC (Owens Corning)
1485,OCFC,OCFC (OceanFirst Financial Corp)
1486,ODFL,ODFL (Old Dominion Freight Line Inc)
1487,ODP,ODP (Office Depot Inc)
1488,OFC,OFC (Corporate Office Properties Trust)
1489,OFG,OFG (OFG Bancorp)
1490,OFIX,OFIX (Orthofix International NV)
1491,OFLX,OFLX (Omega Flex Inc)
1492,OGE,OGE (OGE Energy Corp)
1493,OGS,OGS (ONE Gas Inc)
1494,OHI,OHI (Omega Healthcare Investors Inc)
1495,OI,OI (Owens-Illinois Inc)
1496,OII,OII (Oceaneering International Inc)
1497,OIS,OIS (Oil States International Inc)
1498,OKE,OKE (ONEOK Inc)
1499,OKTA,OKTA (Okta Inc)
1500,OLED,OLED (Universal Display Corp)
1501,OLLI,OLLI (Ollie's Bargain Outlet Holdings Inc)
1502,OLN,OLN (Olin Corp)
1503,OMC,OMC (Omnicom Group Inc)
1504,OMCL,OMCL (Omnicell Inc)
1505,OMER,OMER (Omeros Corp)
1506,OMF,OMF (OneMain Holdings Inc)
1507,OMI,OMI (Owens & Minor Inc)
1508,ON,ON (ON Semiconductor Corp)
1509,ONB,ONB (Old National Bancorp)
1510,ONCE,ONCE (Spark Therapeutics Inc)
1511,ONDK,ONDK (On Deck Capital Inc)
1512,OPK,OPK (OPKO Health Inc)
1513,ORA,ORA (Ormat Technologies Inc)
1514,ORBC,ORBC (ORBCOMM Inc)
1515,ORCL,ORCL (Oracle Corp)
1516,ORI,ORI (Old Republic International Corp)
1517,ORIT,ORIT (Oritani Financial Corp)
1518,ORLY,ORLY (O'Reilly Automotive Inc)
1519,OSIS,OSIS (OSI Systems Inc)
1520,OSK,OSK (Oshkosh Corp)
1521,OSPN,OSPN (VASCO Data Security International Inc)
1522,OSTK,OSTK (Overstock.com Inc)
1523,OSUR,OSUR (OraSure Technologies Inc)
1524,OTEX,OTEX (Open Text Corp)
1525,OTTR,OTTR (Otter Tail Corp)
1526,OUT,OUT (OUTFRONT Media Inc)
1527,OXM,OXM (Oxford Industries Inc)
1528,OXY,OXY (Occidental Petroleum Corp)
1529,OZK,OZK (Bank of the Ozarks)
1530,PAA,PAA (Plains All American Pipeline LP)
1531,PACB,PACB (Pacific Biosciences of California Inc)
1532,PACW,PACW (PacWest Bancorp)
1533,PAG,PAG (Penske Automotive Group Inc)
1534,PAGP,PAGP (Plains GP Holdings LP)
1535,PAHC,PAHC (Phibro Animal Health Corp)
1536,PANW,PANW (Palo Alto Networks Inc)
1537,PARR,PARR (Par Pacific Holdings Inc)
1538,PATK,PATK (Patrick Industries Inc)
1539,PAYC,PAYC (Paycom Software Inc)
1540,PAYX,PAYX (Paychex Inc)
1541,PB,PB (Prosperity Bancshares Inc)
1542,PBCT,PBCT (People's United Financial Inc)
1543,PBF,PBF (PBF Energy Inc)
1544,PBFX,PBFX (PBF Logistics LP)
1545,PBH,PBH (Prestige Brands Holdings Inc)
1546,PBI,PBI (Pitney Bowes Inc)
1547,PBYI,PBYI (Puma Biotechnology Inc)
1548,PCAR,PCAR (PACCAR Inc)
1549,PCG,PCG (PG&E Corp)
1550,PCH,PCH (PotlatchDeltic Corp)
1551,PCRX,PCRX (Pacira Pharmaceuticals Inc)
1552,PCTY,PCTY (Paylocity Holding Corp)
1553,PDCE,PDCE (PDC Energy Inc)
1554,PDCO,PDCO (Patterson Companies Inc)
1555,PDM,PDM (Piedmont Office Realty Trust Inc)
1556,PDVW,PDVW (pdvWireless Inc)
1557,PE,PE (Parsley Energy Inc)
1558,PEB,PEB (Pebblebrook Hotel Trust)
1559,PEBO,PEBO (Peoples Bancorp Inc)
1560,PEG,PEG (Public Service Enterprise Group Inc)
1561,PEGA,PEGA (Pegasystems Inc)
1562,PEGI,PEGI (Pattern Energy Group Inc)
1563,PEI,PEI (Pennsylvania Real Estate Investment Trust)
1564,PEN,PEN (Penumbra Inc)
1565,PENN,PENN (Penn National Gaming Inc)
1566,PEP,PEP (PepsiCo Inc)
1567,PETQ,PETQ (PetIQ Inc)
1568,PETS,PETS (Petmed Express Inc)
1569,PFE,PFE (Pfizer Inc)
1570,PFG,PFG (Principal Financial Group Inc)
1571,PFPT,PFPT (Proofpoint Inc)
1572,PFS,PFS (Provident Financial Services Inc)
1573,PFSI,PFSI (PennyMac Financial Services Inc)
1574,PG,PG (Procter & Gamble Co)
1575,PGC,PGC (Peapack-Gladstone Financial Corp)
1576,PGR,PGR (Progressive Corp)
1577,PGRE,PGRE (Paramount Group Inc)
1578,PGTI,PGTI (PGT Innovations Inc)
1579,PH,PH (Parker-Hannifin Corp)
1580,PHM,PHM (PulteGroup Inc)
1581,PII,PII (Polaris Industries Inc)
1582,PINC,PINC (Premier Inc)
1583,PJC,PJC (Piper Jaffray Companies)
1584,PJT,PJT (PJT Partners Inc)
1585,PK,PK (Park Hotels & Resorts Inc)
1586,PKG,PKG (Packaging Corp of America)
1587,PKI,PKI (PerkinElmer Inc)
1588,PLAB,PLAB (Photronics Inc)
1589,PLAY,PLAY (Dave & Buster's Entertainment Inc)
1590,PLCE,PLCE (Childrens Place Inc)
1591,PLD,PLD (Prologis Inc)
1592,PLNT,PLNT (Planet Fitness Inc)
1593,PLOW,PLOW (Douglas Dynamics Inc)
1594,PLT,PLT (Plantronics Inc)
1595,PLUS,PLUS (ePlus inc)
1596,PLXS,PLXS (Plexus Corp)
1597,PLYA,PLYA (Playa Hotels & Resorts NV)
1598,PM,PM (Philip Morris International Inc)
1599,PMT,PMT (PennyMac Mortgage Investment Trust)
1600,PNC,PNC (PNC Financial Services Group Inc)
1601,PNFP,PNFP (Pinnacle Financial Partners Inc)
1602,PNM,PNM (PNM Resources Inc)
1603,PNR,PNR (Pentair plc)
1604,PNW,PNW (Pinnacle West Capital Corp)
1605,PODD,PODD (Insulet Corp)
1606,POL,POL (PolyOne Corp)
1607,POOL,POOL (Pool Corp)
1608,POPE,POPE (Pope Resources A Delaware LP)
1609,POR,POR (Portland General Electric Co)
1610,POST,POST (Post Holdings Inc)
1611,POWI,POWI (Power Integrations Inc)
1612,PPBI,PPBI (Pacific Premier Bancorp Inc)
1613,PPC,PPC (Pilgrims Pride Corp)
1614,PPG,PPG (PPG Industries Inc)
1615,PPL,PPL (PPL Corp)
1616,PQG,PQG (PQ Group Holdings Inc)
1617,PRA,PRA (ProAssurance Corp)
1618,PRAA,PRAA (PRA Group Inc)
1619,PRAH,PRAH (PRA Health Sciences Inc)
1620,PRFT,PRFT (Perficient Inc)
1621,PRGO,PRGO (Perrigo Company PLC)
1622,PRGS,PRGS (Progress Software Corp)
1623,PRI,PRI (Primerica Inc)
1624,PRIM,PRIM (Primoris Services Corp)
1625,PRK,PRK (Park National Corp)
1626,PRLB,PRLB (Proto Labs Inc)
1627,PRMW,PRMW (Primo Water Corp)
1628,PRO,PRO (PROS Holdings Inc)
1629,PRSC,PRSC (Providence Service Corp)
1630,PRTY,PRTY (Party City Holdco Inc)
1631,PRU,PRU (Prudential Financial Inc)
1632,PSA,PSA (Public Storage)
1633,PSB,PSB (PS Business Parks Inc)
1634,PSDO,PSDO (Presidio Inc)
1635,PSMT,PSMT (PriceSmart Inc)
1636,PSTG,PSTG (Pure Storage Inc)
1637,PSX,PSX (Phillips 66)
1638,PSXP,PSXP (Phillips 66 Partners LP)
1639,PTC,PTC (PTC Inc)
1640,PTCT,PTCT (PTC Therapeutics Inc)
1641,PTEN,PTEN (Patterson-UTI Energy Inc)
1642,PTLA,PTLA (Portola Pharmaceuticals Inc)
1643,PUB,PUB (People's Utah Bancorp)
1644,PUMP,PUMP (Propetro Holding Corp)
1645,PVAC,PVAC (Penn Virginia Corporation)
1646,PVH,PVH (PVH Corp)
1647,PWR,PWR (Quanta Services Inc)
1648,PXD,PXD (Pioneer Natural Resources Co)
1649,PYPL,PYPL (PayPal Holdings Inc)
1650,PZN,PZN (Pzena Investment Management Inc)
1651,PZZA,PZZA (Papa John's International Inc)
1652,QADB,QADB (QAD Inc)
1653,QCOM,QCOM (Qualcomm Inc)
1654,QCRH,QCRH (QCR Holdings Inc)
1655,QDEL,QDEL (Quidel Corp)
1656,QEP,QEP (QEP Resources Inc)
1657,QLYS,QLYS (Qualys Inc)
1658,QNST,QNST (Quinstreet Inc)
1659,QRVO,QRVO (Qorvo Inc)
1660,QSR,QSR (Restaurant Brands International Inc)
1661,QTNA,QTNA (Quantenna Communications Inc)
1662,QTS,QTS (QTS Realty Trust Inc)
1663,QTWO,QTWO (Q2 Holdings Inc)
1664,QUAD,QUAD (Quad/Graphics Inc)
1665,QUOT,QUOT (Quotient Technology Inc)
1666,QURE,QURE (Uniqure NV)
1667,R,R (Ryder System Inc)
1668,RAD,RAD (Rite Aid Corp)
1669,RAMP,RAMP (Acxiom Corp)
1670,RARE,RARE (Ultragenyx Pharmaceutical Inc)
1671,RAVN,RAVN (Raven Industries Inc)
1672,RBA,RBA (Ritchie Bros. Auctioneers Inc)
1673,RBC,RBC (Regal Beloit Corp)
1674,RBCAA,RBCAA (Republic Bancorp Inc)
1675,RCII,RCII (Rent-A-Center Inc)
1676,RCKT,RCKT (Rocket Pharmaceuticals Inc)
1677,RCL,RCL (Royal Caribbean Cruises Ltd)
1678,RCM,RCM (R1 RCM Inc)
1679,RCUS,RCUS (Arcus Biosciences Inc)
1680,RDFN,RDFN (Redfin Corp)
1681,RDN,RDN (Radian Group Inc)
1682,RDNT,RDNT (RadNet Inc)
1683,RE,RE (Everest Re Group Ltd)
1684,RECN,RECN (Resources Connection Inc)
1685,REG,REG (Regency Centers Corp)
1686,REGI,REGI (Renewable Energy Group Inc)
1687,REGN,REGN (Regeneron Pharmaceuticals Inc)
1688,REI,REI (Ring Energy Inc)
1689,RES,RES (RPC Inc)
1690,RESI,RESI (Front Yard Residential Corp)
1691,RETA,RETA (Reata Pharmaceuticals Inc)
1692,REV,REV (Revlon Inc)
1693,REVG,REVG (Rev Group Inc)
1694,REXR,REXR (Rexford Industrial Realty Inc)
1695,RF,RF (Regions Financial Corp)
1696,RFP,RFP (Resolute Forest Products Inc)
1697,RGA,RGA (Reinsurance Group of America Inc)
1698,RGEN,RGEN (Repligen Corp)
1699,RGLD,RGLD (Royal Gold Inc)
1700,RGNX,RGNX (Regenxbio Inc)
1701,RGR,RGR (Sturm Ruger & Company Inc)
1702,RGS,RGS (Regis Corp)
1703,RH,RH (RH)
1704,RHI,RHI (Robert Half International Inc)
1705,RHP,RHP (Ryman Hospitality Properties Inc)
1706,RHT,RHT (Red Hat Inc)
1707,RIG,RIG (Transocean Ltd)
1708,RILY,RILY (B. Riley Financial Inc)
1709,RJF,RJF (Raymond James Financial Inc)
1710,RL,RL (Ralph Lauren Corp)
1711,RLGY,RLGY (Realogy Holdings Corp)
1712,RLI,RLI (RLI Corp)
1713,RLJ,RLJ (RLJ Lodging Trust)
1714,RMAX,RMAX (Re/Max Holdings Inc)
1715,RMBS,RMBS (Rambus Inc)
1716,RMD,RMD (ResMed Inc)
1717,RMR,RMR (RMR Group Inc)
1718,RNG,RNG (RingCentral Inc)
1719,RNR,RNR (Renaissancere Holdings Ltd)
1720,RNST,RNST (Renasant Corp)
1721,ROCK,ROCK (Gibraltar Industries Inc)
1722,ROG,ROG (Rogers Corp)
1723,ROIC,ROIC (Retail Opportunity Investments Corp)
1724,ROK,ROK (Rockwell Automation Inc)
1725,ROKU,ROKU (Roku Inc)
1726,ROL,ROL (Rollins Inc)
1727,ROLL,ROLL (RBC Bearings Inc)
1728,ROP,ROP (Roper Technologies Inc)
1729,ROST,ROST (Ross Stores Inc)
1730,RP,RP (RealPage Inc)
1731,RPAI,RPAI (Retail Properties of America Inc)
1732,RPD,RPD (Rapid7 Inc)
1733,RPM,RPM (RPM International Inc)
1734,RPT,RPT (Ramco-Gershenson Properties Trust)
1735,RRC,RRC (Range Resources Corp)
1736,RRR,RRR (Red Rock Resorts Inc)
1737,RS,RS (Reliance Steel & Aluminum Co)
1738,RSG,RSG (Republic Services Inc)
1739,RTEC,RTEC (Rudolph Technologies Inc)
1740,RTN,RTN (Raytheon Co)
1741,RTRX,RTRX (Retrophin Inc)
1742,RUN,RUN (Sunrun Inc)
1743,RUSHB,RUSHB (Rush Enterprises Inc)
1744,RUTH,RUTH (Ruth's Hospitality Group Inc)
1745,RVNC,RVNC (Revance Therapeutics Inc)
1746,RWT,RWT (Redwood Trust Inc)
1747,RXN,RXN (Rexnord Corp)
1748,RYAM,RYAM (Rayonier Advanced Materials Inc)
1749,RYN,RYN (Rayonier Inc)
1750,RYTM,RYTM (Rhythm Pharmaceuticals Inc)
1751,S,S (Sprint Corp)
1752,SABR,SABR (Sabre Corp)
1753,SAFM,SAFM (Sanderson Farms Inc)
1754,SAFT,SAFT (Safety Insurance Group Inc)
1755,SAGE,SAGE (SAGE Therapeutics Inc)
1756,SAH,SAH (Sonic Automotive Inc)
1757,SAIA,SAIA (Saia Inc)
1758,SAIC,SAIC (Science Applications International Corp)
1759,SAIL,SAIL (SailPoint Technologies Holdings Inc)
1760,SAM,SAM (Boston Beer Company Inc)
1761,SANM,SANM (Sanmina Corp)
1762,SASR,SASR (Sandy Spring Bancorp Inc)
1763,SATS,SATS (EchoStar Corp)
1764,SAVE,SAVE (Spirit Airlines Inc)
1765,SBAC,SBAC (SBA Communications Corp)
1766,SBCF,SBCF (Seacoast Banking Corporation of Florida)
1767,SBGI,SBGI (Sinclair Broadcast Group Inc)
1768,SBH,SBH (Sally Beauty Holdings Inc)
1769,SBRA,SBRA (Sabra Health Care REIT Inc)
1770,SBSI,SBSI (Southside Bancshares Inc)
1771,SBT,SBT (Sterling Bancorp Inc)
1772,SBUX,SBUX (Starbucks Corp)
1773,SC,SC (Santander Consumer USA Holdings Inc)
1774,SCCO,SCCO (Southern Copper Corp)
1775,SCHL,SCHL (Scholastic Corp)
1776,SCHN,SCHN (Schnitzer Steel Industries Inc)
1777,SCHW,SCHW (Charles Schwab Corp)
1778,SCI,SCI (Service Corporation International)
1779,SCL,SCL (Stepan Co)
1780,SCOR,SCOR (Comscore Inc)
1781,SCS,SCS (Steelcase Inc)
1782,SCSC,SCSC (ScanSource Inc)
1783,SCVL,SCVL (Shoe Carnival Inc)
1784,SCWX,SCWX (SecureWorks Corp)
1785,SEAS,SEAS (SeaWorld Entertainment Inc)
1786,SEB,SEB (Seaboard Corp)
1787,SEDG,SEDG (Solaredge Technologies Inc)
1788,SEE,SEE (Sealed Air Corp)
1789,SEIC,SEIC (SEI Investments Co)
1790,SEM,SEM (Select Medical Holdings Corp)
1791,SEMG,SEMG (SemGroup Corp)
1792,SERV,SERV (Servicemaster Global Holdings Inc)
1793,SF,SF (Stifel Financial Corp)
1794,SFBS,SFBS (ServisFirst Bancshares Inc)
1795,SFLY,SFLY (Shutterfly Inc)
1796,SFM,SFM (Sprouts Farmers Market Inc)
1797,SFNC,SFNC (Simmons First National Corp)
1798,SGEN,SGEN (Seattle Genetics Inc)
1799,SGH,SGH (Smart Global Holdings Inc)
1800,SGMO,SGMO (Sangamo Therapeutics Inc)
1801,SGMS,SGMS (Scientific Games Corp)
1802,SGRY,SGRY (Surgery Partners Inc)
1803,SGU,SGU (Star Group LP)
1804,SHAK,SHAK (Shake Shack Inc)
1805,SHEN,SHEN (Shenandoah Telecommunications Co)
